latitude,longitude,timestamp,unit,trip_id
30.42087,-81.73532,2023-12-12 11:12:39+00:00,1000,3
30.42087,-81.73532,2023-12-12 11:12:39+00:00,1000,3
30.42087,-81.73532,2023-12-12 11:12:39+00:00,1000,3
30.42087,-81.73532,2023-12-12 11:12:39+00:00,1000,3
30.42087,-81.73532,2023-12-12 11:12:39+00:00,1000,3
30.42087,-81.73532,2023-12-12 11:12:39+00:00,1000,3
39.0259,-94.22446,2023-12-08 18:32:41+00:00,1000,3
39.0259,-94.22452,2023-12-08 18:32:41+00:00,1000,3
39.0259,-94.22456,2023-12-08 18:32:41+00:00,1000,3
39.02585,-94.22465,2023-12-08 18:32:42+00:00,1000,3
39.02585,-94.22486,2023-12-08 18:32:43+00:00,1000,3
39.02587,-94.22504,2023-12-08 18:32:44+00:00,1000,3
39.02591,-94.22521,2023-12-08 18:32:45+00:00,1000,3
39.02603,-94.22543,2023-12-08 18:32:46+00:00,1000,3
39.02615,-94.22564,2023-12-08 18:32:47+00:00,1000,3
39.02615,-94.22564,2023-12-08 18:32:47+00:00,1000,3
39.02615,-94.22564,2023-12-08 18:32:47+00:00,1000,3
39.02617,-94.22568,2023-12-08 18:32:48+00:00,1000,3
39.02651,-94.22618,2023-12-08 18:32:51+00:00,1000,3
39.02651,-94.22618,2023-12-08 18:32:51+00:00,1000,3
39.02602,-94.22668,2023-12-08 18:32:55+00:00,1000,3
39.02602,-94.22668,2023-12-08 18:32:55+00:00,1000,3
39.02602,-94.22668,2023-12-08 18:32:55+00:00,1000,3
39.02602,-94.22669,2023-12-08 18:32:55+00:00,1000,3
39.02581,-94.2268,2023-12-08 18:32:57+00:00,1000,3
39.02523,-94.22692,2023-12-08 18:33:01+00:00,1000,3
39.02523,-94.22692,2023-12-08 18:33:01+00:00,1000,3
39.0253,-94.22752,2023-12-08 18:33:04+00:00,1000,3
39.0253,-94.22752,2023-12-08 18:33:04+00:00,1000,3
39.0253,-94.22752,2023-12-08 18:33:04+00:00,1000,3
39.02554,-94.22947,2023-12-08 18:33:14+00:00,1000,3
39.0257,-94.23087,2023-12-08 18:33:21+00:00,1000,3
39.02576,-94.23129,2023-12-08 18:33:24+00:00,1000,3
39.02576,-94.23129,2023-12-08 18:33:24+00:00,1000,3
39.02576,-94.23129,2023-12-08 18:33:24+00:00,1000,3
39.02584,-94.23196,2023-12-08 18:33:27+00:00,1000,3
39.02598,-94.23319,2023-12-08 18:33:34+00:00,1000,3
39.026,-94.23334,2023-12-08 18:33:34+00:00,1000,3
39.02604,-94.23363,2023-12-08 18:33:36+00:00,1000,3
39.02623,-94.23512,2023-12-08 18:33:44+00:00,1000,3
39.02639,-94.23645,2023-12-08 18:33:51+00:00,1000,3
39.02654,-94.23776,2023-12-08 18:33:57+00:00,1000,3
39.02654,-94.23776,2023-12-08 18:33:57+00:00,1000,3
39.02654,-94.23776,2023-12-08 18:33:57+00:00,1000,3
39.02662,-94.23843,2023-12-08 18:34:01+00:00,1000,3
39.02675,-94.23949,2023-12-08 18:34:07+00:00,1000,3
39.02679,-94.23985,2023-12-08 18:34:08+00:00,1000,3
39.02679,-94.2399,2023-12-08 18:34:09+00:00,1000,3
39.02684,-94.24029,2023-12-08 18:34:11+00:00,1000,3
39.02717,-94.2431,2023-12-08 18:34:25+00:00,1000,3
39.02717,-94.2431,2023-12-08 18:34:25+00:00,1000,3
39.02717,-94.2431,2023-12-08 18:34:25+00:00,1000,3
39.02721,-94.24343,2023-12-08 18:34:27+00:00,1000,3
39.02724,-94.24368,2023-12-08 18:34:29+00:00,1000,3
39.02734,-94.24442,2023-12-08 18:34:32+00:00,1000,3
39.02743,-94.24475,2023-12-08 18:34:34+00:00,1000,3
39.0275,-94.24494,2023-12-08 18:34:35+00:00,1000,3
39.02765,-94.24519,2023-12-08 18:34:37+00:00,1000,3
39.02776,-94.24532,2023-12-08 18:34:38+00:00,1000,3
39.02776,-94.24532,2023-12-08 18:34:38+00:00,1000,3
39.02776,-94.24532,2023-12-08 18:34:38+00:00,1000,3
39.02781,-94.24538,2023-12-08 18:34:38+00:00,1000,3
39.029,-94.24671,2023-12-08 18:34:49+00:00,1000,3
39.02914,-94.24694,2023-12-08 18:34:50+00:00,1000,3
39.02925,-94.24728,2023-12-08 18:34:52+00:00,1000,3
39.02925,-94.24728,2023-12-08 18:34:52+00:00,1000,3
39.02925,-94.24728,2023-12-08 18:34:52+00:00,1000,3
39.02938,-94.24768,2023-12-08 18:34:55+00:00,1000,3
39.02941,-94.24781,2023-12-08 18:34:55+00:00,1000,3
39.02941,-94.24781,2023-12-08 18:34:55+00:00,1000,3
39.02941,-94.24781,2023-12-08 18:34:55+00:00,1000,3
39.02944,-94.24792,2023-12-08 18:34:56+00:00,1000,3
39.02948,-94.24807,2023-12-08 18:34:57+00:00,1000,3
39.02948,-94.24807,2023-12-08 18:34:57+00:00,1000,3
39.02929,-94.24818,2023-12-08 18:34:58+00:00,1000,3
39.02929,-94.24818,2023-12-08 18:34:58+00:00,1000,3
39.02929,-94.24818,2023-12-08 18:34:58+00:00,1000,3
39.02853,-94.24863,2023-12-08 18:35:04+00:00,1000,3
39.02835,-94.24873,2023-12-08 18:35:05+00:00,1000,3
39.02835,-94.24873,2023-12-08 18:35:05+00:00,1000,3
39.02839,-94.24902,2023-12-08 18:35:07+00:00,1000,3
39.02839,-94.24902,2023-12-08 18:35:07+00:00,1000,3
39.02839,-94.24902,2023-12-08 18:35:07+00:00,1000,3
39.02841,-94.2491,2023-12-08 18:35:07+00:00,1000,3
39.02845,-94.2497,2023-12-08 18:35:10+00:00,1000,3
39.0284,-94.25022,2023-12-08 18:35:13+00:00,1000,3
39.02825,-94.2509,2023-12-08 18:35:16+00:00,1000,3
39.02822,-94.25105,2023-12-08 18:35:17+00:00,1000,3
39.02822,-94.25105,2023-12-08 18:35:17+00:00,1000,3
39.02822,-94.25105,2023-12-08 18:35:17+00:00,1000,3
39.02814,-94.25144,2023-12-08 18:35:19+00:00,1000,3
39.02812,-94.2521,2023-12-08 18:35:23+00:00,1000,3
39.02811,-94.25254,2023-12-08 18:35:25+00:00,1000,3
39.02814,-94.2535,2023-12-08 18:35:30+00:00,1000,3
39.02823,-94.25422,2023-12-08 18:35:34+00:00,1000,3
39.02823,-94.25422,2023-12-08 18:35:34+00:00,1000,3
39.02823,-94.25422,2023-12-08 18:35:34+00:00,1000,3
39.02853,-94.2567,2023-12-08 18:35:47+00:00,1000,3
39.02853,-94.2567,2023-12-08 18:35:47+00:00,1000,3
39.02853,-94.2567,2023-12-08 18:35:47+00:00,1000,3
39.02934,-94.26341,2023-12-08 18:36:22+00:00,1000,3
39.02934,-94.26341,2023-12-08 18:36:22+00:00,1000,3
39.02934,-94.26341,2023-12-08 18:36:22+00:00,1000,3
39.02966,-94.26607,2023-12-08 18:36:36+00:00,1000,3
39.02986,-94.26791,2023-12-08 18:36:46+00:00,1000,3
39.02986,-94.26791,2023-12-08 18:36:46+00:00,1000,3
39.02999,-94.26901,2023-12-08 18:36:51+00:00,1000,3
39.03011,-94.2702,2023-12-08 18:36:58+00:00,1000,3
39.03023,-94.27131,2023-12-08 18:37:03+00:00,1000,3
39.03032,-94.27208,2023-12-08 18:37:07+00:00,1000,3
39.03055,-94.27394,2023-12-08 18:37:17+00:00,1000,3
39.03055,-94.27394,2023-12-08 18:37:17+00:00,1000,3
39.03055,-94.27394,2023-12-08 18:37:17+00:00,1000,3
39.03079,-94.27586,2023-12-08 18:37:27+00:00,1000,3
39.03139,-94.28083,2023-12-08 18:37:53+00:00,1000,3
39.03139,-94.28083,2023-12-08 18:37:53+00:00,1000,3
39.03139,-94.28083,2023-12-08 18:37:53+00:00,1000,3
39.0326,-94.29096,2023-12-08 18:38:46+00:00,1000,3
39.0326,-94.29096,2023-12-08 18:38:46+00:00,1000,3
39.0326,-94.29096,2023-12-08 18:38:46+00:00,1000,3
39.03382,-94.30108,2023-12-08 18:39:40+00:00,1000,3
39.03382,-94.30108,2023-12-08 18:39:40+00:00,1000,3
39.03382,-94.30108,2023-12-08 18:39:40+00:00,1000,3
39.03401,-94.30267,2023-12-08 18:39:48+00:00,1000,3
39.03471,-94.30861,2023-12-08 18:40:19+00:00,1000,3
39.035,-94.31092,2023-12-08 18:40:31+00:00,1000,3
39.035,-94.31092,2023-12-08 18:40:31+00:00,1000,3
39.035,-94.31092,2023-12-08 18:40:31+00:00,1000,3
39.0352,-94.3125,2023-12-08 18:40:39+00:00,1000,3
39.03548,-94.31462,2023-12-08 18:40:51+00:00,1000,3
39.03548,-94.31462,2023-12-08 18:40:51+00:00,1000,3
39.03548,-94.31462,2023-12-08 18:40:51+00:00,1000,3
39.03681,-94.32475,2023-12-08 18:41:44+00:00,1000,3
39.03681,-94.32475,2023-12-08 18:41:44+00:00,1000,3
39.03681,-94.32475,2023-12-08 18:41:44+00:00,1000,3
39.03717,-94.32749,2023-12-08 18:41:58+00:00,1000,3
39.03717,-94.32749,2023-12-08 18:41:58+00:00,1000,3
39.03717,-94.32749,2023-12-08 18:41:58+00:00,1000,3
39.03788,-94.33287,2023-12-08 18:42:27+00:00,1000,3
39.03799,-94.33368,2023-12-08 18:42:31+00:00,1000,3
39.03834,-94.33621,2023-12-08 18:42:44+00:00,1000,3
39.03855,-94.33775,2023-12-08 18:42:52+00:00,1000,3
39.03855,-94.33775,2023-12-08 18:42:52+00:00,1000,3
